X,Y,Z,Magnitude,Phase
-200.0,-200.0,-200.0,0.0006725161190437119,0.7223593167731636
-200.0,-200.0,-187.09677419354838,0.00044815956762188304,1.5103890950990126
-200.0,-200.0,-174.19354838709677,0.00015736193228042355,2.6335885235740344
-200.0,-200.0,-161.29032258064518,0.0001919152656176584,0.5350959463003655
-200.0,-200.0,-148.38709677419354,0.0005643674903666257,2.2099471886128037
-200.0,-200.0,-135.48387096774195,0.0009202691738738871,-2.151072832806465
-200.0,-200.0,-122.58064516129033,0.001198817974599107,0.08874188460665569
-200.0,-200.0,-109.67741935483872,0.0013295331640022438,2.670105692596001
-200.0,-200.0,-96.7741935483871,0.0012435562394743896,-0.6705959532064045
-200.0,-200.0,-83.87096774193549,0.0008909614057451904,2.6536241114733317
-200.0,-200.0,-70.96774193548387,0.0002610188914434689,0.1411761371139813
-200.0,-200.0,-58.064516129032256,0.0006053736615460415,0.987462103777613
-200.0,-200.0,-45.16129032258067,0.0016002193855066532,-0.7400321268221866
-200.0,-200.0,-32.25806451612905,0.002572502487072324,-2.0573496472823014
-200.0,-200.0,-19.354838709677438,0.003349886384455823,-2.941669358020376
-200.0,-200.0,-6.451612903225822,0.0037823283657703022,2.8977190258642187
-200.0,-200.0,6.451612903225794,0.0037823283657703022,2.8977190258642187
-200.0,-200.0,19.35483870967741,0.003349886384455823,-2.941669358020376
-200.0,-200.0,32.258064516129025,0.002572502487072324,-2.0573496472823014
-200.0,-200.0,45.16129032258064,0.0016002193855067977,-0.7400321268222014
-200.0,-200.0,58.064516129032256,0.0006053736615460415,0.987462103777613
-200.0,-200.0,70.96774193548384,0.0002610188914434689,0.1411761371139813
-200.0,-200.0,83.87096774193549,0.0008909614057451904,2.6536241114733317
-200.0,-200.0,96.77419354838707,0.001243556239474403,-0.6705959532064019
-200.0,-200.0,109.67741935483866,0.0013295331640022388,2.6701056925959974
-200.0,-200.0,122.5806451612903,0.0011988179745990955,0.08874188460664457
-200.0,-200.0,135.4838709677419,0.000920269173873946,-2.1510728328064674
-200.0,-200.0,148.38709677419354,0.0005643674903666257,2.2099471886128037
-200.0,-200.0,161.29032258064512,0.00019191526561768144,0.5350959463004408
-200.0,-200.0,174.19354838709677,0.00015736193228042355,2.6335885235740344
-200.0,-200.0,187.09677419354836,0.00044815956762185783,1.5103890950989767
-200.0,-200.0,200.0,0.0006725161190437119,0.7223593167731636
-200.0,-187.09677419354838,-200.0,0.0007847140249608035,1.4514983800051076
-200.0,-187.09677419354838,-187.09677419354838,0.0005819011045364775,2.1126045539502663
-200.0,-187.09677419354838,-174.19354838709677,0.0003031256702875677,3.0601081869900866
-200.0,-187.09677419354838,-161.29032258064518,5.103366796753691e-05,0.5338821630862743
-200.0,-187.09677419354838,-148.38709677419354,0.00043703365246511316,2.4501576341554947
-200.0,-187.09677419354838,-135.48387096774195,0.0008295552708495126,-2.0135899104646335
-200.0,-187.09677419354838,-122.58064516129033,0.0011614148492514087,0.11991498788559121
-200.0,-187.09677419354838,-109.67741935483872,0.0013551264056889858,2.599053101008237
-200.0,-187.09677419354838,-96.7741935483871,0.00133016561590996,-0.837611629225233
-200.0,-187.09677419354838,-83.87096774193549,0.0010221201576853447,2.397621208667281
-200.0,-187.09677419354838,-70.96774193548387,0.00040662820705860683,-0.2187009713224773
-200.0,-187.09677419354838,-58.064516129032256,0.00048199589041206595,0.5753926251779561
-200.0,-187.09677419354838,-45.16129032258067,0.0015327201227107166,-1.1960763305308233
-200.0,-187.09677419354838,-32.25806451612905,0.002579722869068956,-2.5547038690250132
-200.0,-187.09677419354838,-19.354838709677438,0.0034274303426628876,2.815731798913961
-200.0,-187.09677419354838,-6.451612903225822,0.0039023868451652176,2.357527299295026
-200.0,-187.09677419354838,6.451612903225794,0.0039023868451652176,2.357527299295026
-200.0,-187.09677419354838,19.35483870967741,0.0034274303426628876,2.815731798913961
-200.0,-187.09677419354838,32.258064516129025,0.002579722869068956,-2.5547038690250132
-200.0,-187.09677419354838,45.16129032258064,0.0015327201227106348,-1.1960763305307807
-200.0,-187.09677419354838,58.064516129032256,0.00048199589041206595,0.5753926251779561
-200.0,-187.09677419354838,70.96774193548384,0.00040662820705860683,-0.2187009713224773
-200.0,-187.09677419354838,83.87096774193549,0.0010221201576853447,2.397621208667281
-200.0,-187.09677419354838,96.77419354838707,0.0013301656159099638,-0.8376116292252319
-200.0,-187.09677419354838,109.67741935483866,0.0013551264056890563,2.5990531010082165
-200.0,-187.09677419354838,122.5806451612903,0.001161414849251408,0.11991498788558452
-200.0,-187.09677419354838,135.4838709677419,0.0008295552708494604,-2.0135899104646495
-200.0,-187.09677419354838,148.38709677419354,0.00043703365246511316,2.4501576341554947
-200.0,-187.09677419354838,161.29032258064512,5.1033667967483935e-05,0.5338821630857373
-200.0,-187.09677419354838,174.19354838709677,0.0003031256702875677,3.0601081869900866
-200.0,-187.09677419354838,187.09677419354836,0.0005819011045364947,2.1126045539502756
-200.0,-187.09677419354838,200.0,0.0007847140249608035,1.4514983800051076
-200.0,-174.19354838709677,-200.0,0.0008867042566916419,2.437903549616389
-200.0,-174.19354838709677,-187.09677419354838,0.0007097507872812158,2.9753334900840116
-200.0,-174.19354838709677,-174.19354838709677,0.00044912929061758223,-2.497494158612432
-200.0,-174.19354838709677,-161.29032258064518,0.000109975229260281,-1.2523769983938502
-200.0,-174.19354838709677,-148.38709677419354,0.00029717508579033686,2.9305283212678477
-200.0,-174.19354838709677,-135.48387096774195,0.0007212532019937956,-1.622537815009686
-200.0,-174.19354838709677,-122.58064516129033,0.0011044560500966057,0.40507038273059204
-200.0,-174.19354838709677,-109.67741935483872,0.0013630599422556533,2.7810545922728163
-200.0,-174.19354838709677,-96.7741935483871,0.0014047917146681522,-0.7528604308101882
-200.0,-174.19354838709677,-83.87096774193549,0.0011493687168384029,2.392249953498366
-200.0,-174.19354838709677,-70.96774193548387,0.0005564461558563308,-0.31554659738875324
-200.0,-174.19354838709677,-58.064516129032256,0.00034957512440820165,0.3992962199590131
-200.0,-174.19354838709677,-45.16129032258067,0.0014553973815829536,-1.4067583593387931
-200.0,-174.19354838709677,-32.25806451612905,0.002580690452378848,-2.8075037365269933
-200.0,-174.19354838709677,-19.354838709677438,0.003504083611265236,2.5337771361753356
-200.0,-174.19354838709677,-6.451612903225822,0.004025405604249311,2.0607777834294283
-200.0,-174.19354838709677,6.451612903225794,0.004025405604249311,2.0607777834294283
-200.0,-174.19354838709677,19.35483870967741,0.003504083611265236,2.5337771361753356
-200.0,-174.19354838709677,32.258064516129025,0.002580690452378848,-2.8075037365269933
-200.0,-174.19354838709677,45.16129032258064,0.0014553973815827719,-1.4067583593388548
-200.0,-174.19354838709677,58.064516129032256,0.00034957512440820165,0.3992962199590131
-200.0,-174.19354838709677,70.96774193548384,0.0005564461558563308,-0.31554659738875324
-200.0,-174.19354838709677,83.87096774193549,0.0011493687168384029,2.392249953498366
-200.0,-174.19354838709677,96.77419354838707,0.0014047917146682229,-0.7528604308101821
-200.0,-174.19354838709677,109.67741935483866,0.0013630599422557366,2.7810545922728296
-200.0,-174.19354838709677,122.5806451612903,0.0011044560500965903,0.4050703827306236
-200.0,-174.19354838709677,135.4838709677419,0.000721253201993743,-1.6225378150097642
-200.0,-174.19354838709677,148.38709677419354,0.00029717508579033686,2.9305283212678477
-200.0,-174.19354838709677,161.29032258064512,0.0001099752292602979,-1.252376998393761
-200.0,-174.19354838709677,174.19354838709677,0.00044912929061758223,-2.497494158612432
-200.0,-174.19354838709677,187.09677419354836,0.0007097507872812341,2.9753334900839983
-200.0,-174.19354838709677,200.0,0.0008867042566916419,2.437903549616389
-200.0,-161.29032258064518,-200.0,0.0009761923955631134,-2.5855668840164614
-200.0,-161.29032258064518,-187.09677419354838,0.0008286351964766587,-2.1691187092540507
-200.0,-161.29032258064518,-174.19354838709677,0.0005915234980681998,-1.4854855021663929
-200.0,-161.29032258064518,-161.29032258064518,0.00026315381649858214,-0.4791782420586401
-200.0,-161.29032258064518,-148.38709677419354,0.00014846780873540089,-2.6635874276444937
-200.0,-161.29032258064518,-135.48387096774195,0.0005971641169178165,-0.9590391895016767
-200.0,-161.29032258064518,-122.58064516129033,0.0010282063217334897,0.9651439010661522
-200.0,-161.29032258064518,-109.67741935483872,0.0013520932654610058,-3.045292614547211
-200.0,-161.29032258064518,-96.7741935483871,0.0014651376155494899,-0.3939232567016937
-200.0,-161.29032258064518,-83.87096774193549,0.0012701157687478389,2.6603607008220362
-200.0,-161.29032258064518,-70.96774193548387,0.0007082884700320734,-0.13472889371442048
-200.0,-161.29032258064518,-58.064516129032256,0.00020958158142162325,0.4596087695148725
-200.0,-161.29032258064518,-45.16129032258067,0.0013683758197123794,-1.347984580044967
-200.0,-161.29032258064518,-32.25806451612905,0.002574903860294196,-2.7913293946069286
-200.0,-161.29032258064518,-19.354838709677438,0.003579147063730136,2.5202346340586805
-200.0,-161.29032258064518,-6.451612903225822,0.0041507011087693856,2.0321321211188823
-200.0,-161.29032258064518,6.451612903225794,0.0041507011087693856,2.0321321211188823
-200.0,-161.29032258064518,19.35483870967741,0.003579147063730136,2.5202346340586805
-200.0,-161.29032258064518,32.258064516129025,0.002574903860294196,-2.7913293946069286
-200.0,-161.29032258064518,45.16129032258064,0.0013683758197124934,-1.3479845800449786
-200.0,-161.29032258064518,58.064516129032256,0.00020958158142162325,0.4596087695148725
-200.0,-161.29032258064518,70.96774193548384,0.0007082884700320734,-0.13472889371442048
-200.0,-161.29032258064518,83.87096774193549,0.0012701157687478389,2.6603607008220362
-200.0,-161.29032258064518,96.77419354838707,0.001465137615549379,-0.3939232567017146
-200.0,-161.29032258064518,109.67741935483866,0.0013520932654608867,-3.045292614547251
-200.0,-161.29032258064518,122.5806451612903,0.0010282063217335305,0.9651439010661532
-200.0,-161.29032258064518,135.4838709677419,0.0005971641169178212,-0.9590391895017747
-200.0,-161.29032258064518,148.38709677419354,0.00014846780873540089,-2.6635874276444937
-200.0,-161.29032258064518,161.29032258064512,0.000263153816498526,-0.47917824205876697
-200.0,-161.29032258064518,174.19354838709677,0.0005915234980681998,-1.4854855021663929
-200.0,-161.29032258064518,187.09677419354836,0.0008286351964766052,-2.1691187092540716
-200.0,-161.29032258064518,200.0,0.0009761923955631134,-2.5855668840164614
-200.0,-148.38709677419354,-200.0,0.0010514473183391715,-1.0358691064437144
-200.0,-148.38709677419354,-187.09677419354838,0.0009358459284286269,-0.7373509527306226
-200.0,-148.38709677419354,-174.19354838709677,0.0007267661208059603,-0.17492602821695308
-200.0,-148.38709677419354,-161.29032258064518,0.00041655307038455935,0.6867276021661108
-200.0,-148.38709677419354,-148.38709677419354,3.092249485158082e-05,2.973775250244256
-200.0,-148.38709677419354,-135.48387096774195,0.0004600242623799254,-0.005166477570624765
-200.0,-148.38709677419354,-122.58064516129033,0.0009338792340271105,1.8222055303869393
-200.0,-148.38709677419354,-109.67741935483872,0.0013217490020332337,-2.290434101855177
-200.0,-148.38709677419354,-96.7741935483871,0.0015093005978836869,0.2631872858506612
-200.0,-148.38709677419354,-83.87096774193549,0.0013817351411886732,-3.0566218802326204
-200.0,-148.38709677419354,-70.96774193548387,0.0008596625427853565,0.34620722036028256
-200.0,-148.38709677419354,-58.064516129032256,6.72468108978777e-05,0.5517957621949182
-200.0,-148.38709677419354,-45.16129032258067,0.0012721830151768004,-0.9936386211087287
-200.0,-148.38709677419354,-32.25806451612905,0.002562033689907653,-2.4796277833838305
-200.0,-148.38709677419354,-19.354838709677438,0.0036518526231319555,2.801872993600286
-200.0,-148.38709677419354,-6.451612903225822,0.004277373694821432,2.2984647130979052
-200.0,-148.38709677419354,6.451612903225794,0.004277373694821432,2.2984647130979052
-200.0,-148.38709677419354,19.35483870967741,0.0036518526231319555,2.801872993600286
-200.0,-148.38709677419354,32.258064516129025,0.002562033689907653,-2.4796277833838305
-200.0,-148.38709677419354,45.16129032258064,0.0012721830151768004,-0.9936386211087287
-200.0,-148.38709677419354,58.064516129032256,6.72468108978777e-05,0.5517957621949182
-200.0,-148.38709677419354,70.96774193548384,0.0008596625427853902,0.34620722036028856
-200.0,-148.38709677419354,83.87096774193549,0.0013817351411886732,-3.0566218802326204
-200.0,-148.38709677419354,96.77419354838707,0.0015093005978838547,0.26318728585060996
-200.0,-148.38709677419354,109.67741935483866,0.0013217490020331962,-2.290434101855169
-200.0,-148.38709677419354,122.5806451612903,0.0009338792340271618,1.8222055303868492
-200.0,-148.38709677419354,135.4838709677419,0.00046002426237993745,-0.005166477570654444
-200.0,-148.38709677419354,148.38709677419354,3.092249485158082e-05,2.973775250244256
-200.0,-148.38709677419354,161.29032258064512,0.00041655307038459275,0.6867276021660922
-200.0,-148.38709677419354,174.19354838709677,0.0007267661208059603,-0.17492602821695308
-200.0,-148.38709677419354,187.09677419354836,0.0009358459284286271,-0.7373509527306704
-200.0,-148.38709677419354,200.0,0.0010514473183391715,-1.0358691064437144
-200.0,-135.48387096774195,-200.0,0.0011114577560415223,0.8208937171034238
-200.0,-135.48387096774195,-187.09677419354838,0.0010292513886401946,1.0052973214722758
-200.0,-135.48387096774195,-174.19354838709677,0.0008516635243129713,1.4512213586575884
-200.0,-135.48387096774195,-161.29032258064518,0.0005653023010545898,2.187491140418257
-200.0,-135.48387096774195,-148.38709677419354,0.000171809760868451,-2.951554755947184
-200.0,-135.48387096774195,-135.48387096774195,0.00031354053064459777,1.2509083092686104
-200.0,-135.48387096774195,-122.58064516129033,0.0008237240493507572,2.999219755382867
-200.0,-135.48387096774195,-109.67741935483872,0.0012725086627001895,-1.213101973710753
-200.0,-135.48387096774195,-96.7741935483871,0.0015360091982148417,1.2439108450892098
-200.0,-135.48387096774195,-83.87096774193549,0.0014817573350569752,-2.1660798442208886
-200.0,-135.48387096774195,-70.96774193548387,0.0010078071713236362,1.153124671926238
-200.0,-135.48387096774195,-58.064516129032256,9.664556978433554e-05,-1.0611556351057863
-200.0,-135.48387096774195,-45.16129032258067,0.0011678399658992308,-0.3156530122706791
-200.0,-135.48387096774195,-32.25806451612905,0.002542000763981532,-1.8437598994840039
-200.0,-135.48387096774195,-19.354838709677438,0.003721383772639685,-2.8755784245886566
-200.0,-135.48387096774195,-6.451612903225822,0.004404278395770418,2.8888266184213585
-200.0,-135.48387096774195,6.451612903225794,0.004404278395770418,2.8888266184213585
-200.0,-135.48387096774195,19.35483870967741,0.003721383772639685,-2.8755784245886566
-200.0,-135.48387096774195,32.258064516129025,0.002542000763981532,-1.8437598994840039
-200.0,-135.48387096774195,45.16129032258064,0.0011678399658992308,-0.3156530122706791
-200.0,-135.48387096774195,58.064516129032256,9.664556978433554e-05,-1.0611556351057863
-200.0,-135.48387096774195,70.96774193548384,0.0010078071713235767,1.153124671926204
-200.0,-135.48387096774195,83.87096774193549,0.0014817573350569752,-2.1660798442208886
-200.0,-135.48387096774195,96.77419354838707,0.001536009198214857,1.2439108450892464
-200.0,-135.48387096774195,109.67741935483866,0.0012725086627001071,-1.2131019737107824
-200.0,-135.48387096774195,122.5806451612903,0.0008237240493507491,2.9992197553828888
-200.0,-135.48387096774195,135.4838709677419,0.0003135405306445363,1.2509083092685533
-200.0,-135.48387096774195,148.38709677419354,0.000171809760868451,-2.951554755947184
-200.0,-135.48387096774195,161.29032258064512,0.0005653023010545716,2.1874911404182256
-200.0,-135.48387096774195,174.19354838709677,0.0008516635243129713,1.4512213586575884
-200.0,-135.48387096774195,187.09677419354836,0.0010292513886401959,1.0052973214721976
-200.0,-135.48387096774195,200.0,0.0011114577560415223,0.8208937171034238
-200.0,-122.58064516129033,-200.0,0.0011560379502249358,3.0019953129466965
-200.0,-122.58064516129033,-187.09677419354838,0.0011074800614612032,3.077090480196968
-200.0,-122.58064516129033,-174.19354838709677,0.0009635873406162421,-2.87155101120444
-200.0,-122.58064516129033,-161.29032258064518,0.000705554390409914,-2.2512277625501347
-200.0,-122.58064516129033,-148.38709677419354,0.0003270466554964044,-1.2889510227690952
-200.0,-122.58064516129033,-135.48387096774195,0.00016282557973433165,2.7819482712652035
-200.0,-122.58064516129033,-122.58064516129033,0.0007010314058773274,-1.763562523719084
-200.0,-122.58064516129033,-109.67741935483872,0.0012059586327335498,0.2122144387683679
-200.0,-122.58064516129033,-96.7741935483871,0.0015448578061637624,2.5749387264301498
-200.0,-122.58064516129033,-83.87096774193549,0.001568098163649853,-0.9235172633866323
-200.0,-122.58064516129033,-70.96774193548387,0.0011498168484707482,2.314065529830578
-200.0,-122.58064516129033,-58.064516129032256,0.00024706553005883307,-0.16380803998724267
-200.0,-122.58064516129033,-45.16129032258067,0.0010569392803362588,0.7158121807288805
-200.0,-122.58064516129033,-32.25806451612905,0.002515060242223427,-0.8531518795148243
-200.0,-122.58064516129033,-19.354838709677438,0.0037869056215552015,-1.9148338918341137
-200.0,-122.58064516129033,-6.451612903225822,0.004530001868847776,-2.4488819737490544
-200.0,-122.58064516129033,6.451612903225794,0.004530001868847776,-2.4488819737490544
-200.0,-122.58064516129033,19.35483870967741,0.0037869056215552015,-1.9148338918341137
-200.0,-122.58064516129033,32.258064516129025,0.002515060242223427,-0.8531518795148243
-200.0,-122.58064516129033,45.16129032258064,0.0010569392803362588,0.7158121807288805
-200.0,-122.58064516129033,58.064516129032256,0.00024706553005883307,-0.16380803998724267
-200.0,-122.58064516129033,70.96774193548384,0.0011498168484707903,2.314065529830563
